order_id,order_date,customer_name,city,category,product_id,sales,profit
CA-2018-148488,12/10/2018,Sally Matthias,New York City,Office Supplies,OFF-BI-10000315,106.344,37.2204
CA-2018-148586,3/25/2018,Annie Zypern,New York City,Furniture,FUR-CH-10002439,366.786,65.2064
CA-2018-148614,1/20/2018,Mark Van Huff,Los Angeles,Furniture,FUR-FU-10003194,19.3,5.79
CA-2018-148761,5/17/2018,Pete Armstrong,Eau Claire,Office Supplies,OFF-BI-10000666,91.68,45.84
CA-2018-148782,11/2/2018,Patrick O'Brill,Irving,Technology,TEC-PH-10002923,88.776,7.7679
CA-2018-148915,11/1/2018,Natalie DeCherney,Portland,Office Supplies,OFF-ST-10001128,443.92,-94.333
CA-2018-148950,12/14/2018,Joy Daniels,Chicago,Office Supplies,OFF-BI-10001249,5.104,-8.6768
CA-2018-149020,1/10/2018,Anthony Jacobs,Springfield,Furniture,FUR-FU-10000965,51.94,21.2954
CA-2018-149055,11/23/2018,Phillip Breyer,Philadelphia,Office Supplies,OFF-EN-10003040,62.808,21.1977
CA-2018-149104,4/5/2018,Ruben Dartt,Dearborn Heights,Office Supplies,OFF-AR-10002952,26.7,7.476
CA-2018-149244,11/4/2018,MaryBeth Skach,San Diego,Furniture,FUR-FU-10004671,35.34,13.4292
CA-2018-149524,1/14/2018,Brendan Sweed,Philadelphia,Furniture,FUR-BO-10003433,61.96,-53.2856
CA-2018-149538,4/4/2018,Ken Black,Lafayette,Office Supplies,OFF-PA-10002195,12.96,6.3504
CA-2018-149594,9/15/2018,Monica Federle,Philadelphia,Furniture,FUR-FU-10000222,103.936,16.8896
CA-2018-149643,11/16/2018,Rick Huthwaite,Manhattan,Technology,TEC-PH-10000038,273.96,10.9584
CA-2018-149958,3/15/2018,Alan Shonely,Tampa,Furniture,FUR-FU-10001756,45.696,5.1408
CA-2018-150203,12/5/2018,Joni Blumstein,Los Angeles,Office Supplies,OFF-AP-10001469,250.26,72.5754
CA-2018-150245,12/31/2018,Pamela Coakley,Watertown,Furniture,FUR-BO-10002613,1573.488,196.686
CA-2018-150301,7/8/2018,Michelle Huthwaite,Buffalo,Furniture,FUR-CH-10002647,63.882,10.647
CA-2018-150329,10/10/2018,Shirley Daniels,Phoenix,Furniture,FUR-FU-10003724,46.872,3.5154
CA-2018-150490,8/5/2018,Sonia Sunley,San Francisco,Office Supplies,OFF-AR-10004602,45.98,12.8744
CA-2018-150518,11/19/2018,Mitch Webber,Coon Rapids,Office Supplies,OFF-ST-10000877,221.16,57.5016
CA-2018-150581,4/8/2018,Nathan Mautz,Concord,Furniture,FUR-TA-10003748,99.592,2.4898
CA-2018-150798,12/1/2018,Joe Kamberova,Columbus,Furniture,FUR-CH-10000015,909.72,-51.984
CA-2018-151001,4/5/2018,John Grady,Decatur,Office Supplies,OFF-ST-10001031,52.096,3.9072
CA-2018-151078,11/12/2018,Roy Französisch,San Antonio,Office Supplies,OFF-ST-10001328,49.632,4.9632
CA-2018-151162,12/5/2018,Erin Ashbrook,Columbus,Office Supplies,OFF-BI-10003719,29.94,-23.952
CA-2018-151295,11/12/2018,Joseph Airdo,Los Angeles,Furniture,FUR-TA-10002356,629.064,31.4532
CA-2018-151330,10/14/2018,Toby Carlisle,Everett,Furniture,FUR-CH-10000749,1628.82,260.6112
CA-2018-151379,12/16/2018,Steve Chapman,Detroit,Office Supplies,OFF-PA-10000595,114.2,52.532
CA-2018-151554,11/14/2018,Candace McMahon,Pasadena,Office Supplies,OFF-PA-10004609,20.736,7.2576
CA-2018-151708,8/8/2018,Maria Bertelson,Glendale,Furniture,FUR-FU-10001602,121.376,-3.0344
CA-2018-151792,9/2/2018,Christina VanderZanden,Chicago,Technology,TEC-AC-10001606,239.976,53.9946
CA-2018-151897,6/6/2018,Valerie Takahito,Houston,Office Supplies,OFF-LA-10001074,100.24,33.831
CA-2018-151946,6/4/2018,Bobby Trafton,New York City,Furniture,FUR-BO-10003272,353.568,-44.196
CA-2018-151953,9/20/2018,Dorothy Badders,Jacksonville,Office Supplies,OFF-AR-10003469,2.816,0.9856
CA-2018-151967,10/22/2018,Nicole Brennan,Bossier City,Furniture,FUR-FU-10000193,129.92,10.3936
CA-2018-151995,10/13/2018,Zuschuss Carroll,Edmonds,Furniture,FUR-TA-10002903,1298.55,311.652
CA-2018-152100,5/11/2018,Victoria Wilson,Huntsville,Furniture,FUR-CH-10000015,1212.96,-69.312
CA-2018-152233,10/5/2018,Keith Herrera,Pomona,Technology,TEC-AC-10002800,99.98,34.993
CA-2018-152254,6/30/2018,Brian DeCherney,Wilmington,Office Supplies,OFF-PA-10001144,310.688,108.7408
CA-2018-152268,9/2/2018,Sanjit Chand,Fayetteville,Office Supplies,OFF-BI-10001359,1793.98,843.1706
CA-2018-152296,8/1/2018,Ivan Liston,San Francisco,Office Supplies,OFF-BI-10004506,19.752,6.9132
CA-2018-152345,12/29/2018,Shui Tom,Albuquerque,Office Supplies,OFF-ST-10003123,33.29,7.9896
CA-2018-152422,10/5/2018,Brian Derr,Columbus,Office Supplies,OFF-AP-10002892,91.92,11.49
CA-2018-152443,5/21/2018,Frank Gastineau,Lawrence,Office Supplies,OFF-AP-10001293,245.88,68.8464
CA-2018-152562,11/1/2018,Jack O'Briant,Richmond,Office Supplies,OFF-AR-10001919,5.64,1.6356
CA-2018-152618,3/14/2018,Rick Bensley,Chicago,Office Supplies,OFF-PA-10001215,8.448,2.64
CA-2018-152849,7/5/2018,David Wiener,Knoxville,Office Supplies,OFF-AR-10002833,4.368,0.3822
CA-2018-152905,2/18/2018,Aaron Bergman,Arlington,Office Supplies,OFF-ST-10000321,12.624,-2.5248
CA-2018-153087,12/27/2018,Tamara Chand,Decatur,Office Supplies,OFF-PA-10001243,23.92,11.7208
CA-2018-153150,7/1/2018,Dorris liebe,Seattle,Office Supplies,OFF-BI-10003355,19.92,6.972
CA-2018-153479,10/4/2018,David Flashing,Vallejo,Office Supplies,OFF-BI-10002867,95.648,31.0856
CA-2018-153619,11/3/2018,Tracy Collins,Los Angeles,Office Supplies,OFF-AR-10001868,6.72,3.36
CA-2018-153808,4/6/2018,Frank Hawley,Los Angeles,Office Supplies,OFF-AR-10001725,70.95,18.447
CA-2018-153850,11/24/2018,Thea Hendricks,Toledo,Furniture,FUR-FU-10002960,35.168,9.6712
CA-2018-153913,12/16/2018,Ken Black,Hialeah,Furniture,FUR-CH-10000988,1013.832,101.3832
CA-2018-153927,8/12/2018,Lauren Leatherbury,Woodstock,Office Supplies,OFF-BI-10000138,14.04,6.7392
CA-2018-153969,9/21/2018,Herbert Flentye,San Francisco,Office Supplies,OFF-AR-10001615,59.52,15.4752
CA-2018-153976,10/3/2018,Beth Paige,Evanston,Furniture,FUR-CH-10002880,258.279,-70.1043
CA-2018-153983,11/29/2018,Alan Hwang,San Francisco,Office Supplies,OFF-FA-10003495,30.4,15.2
CA-2018-154095,12/2/2018,Odella Nelson,Clinton,Furniture,FUR-CH-10004754,239.84,64.7568
CA-2018-154158,12/23/2018,Craig Carreira,Tampa,Furniture,FUR-CH-10004698,64.784,6.4784
CA-2018-154165,2/17/2018,Delfina Latchford,Chicago,Office Supplies,OFF-AR-10003631,54.208,8.8088
CA-2018-154186,12/13/2018,Ralph Arnett,Houston,Office Supplies,OFF-SU-10001574,2.92,0.365
CA-2018-154592,12/7/2018,Erica Hernandez,San Francisco,Office Supplies,OFF-PA-10000062,164.88,80.7912
CA-2018-154599,4/12/2018,Kean Nguyen,Redondo Beach,Furniture,FUR-BO-10001337,308.499,-18.147
CA-2018-154627,10/29/2018,Sue Ann Reed,Chicago,Technology,TEC-PH-10001363,2735.952,341.994
CA-2018-154641,8/11/2018,Ken Lonsdale,New York City,Office Supplies,OFF-ST-10004459,375.34,18.767
CA-2018-154669,8/8/2018,Tamara Manning,Vacaville,Office Supplies,OFF-ST-10000532,423.28,110.0528
CA-2018-154781,11/21/2018,Steve Carroll,San Francisco,Office Supplies,OFF-PA-10001609,6.58,3.0268
CA-2018-154837,8/23/2018,Robert Barroso,Los Angeles,Office Supplies,OFF-BI-10001575,49.568,17.3488
CA-2018-154893,12/21/2018,Gary McGarr,San Diego,Furniture,FUR-CH-10000595,572.16,35.76
CA-2018-154963,6/22/2018,Anna Andreadi,Chester,Furniture,FUR-CH-10000454,853.93,0
CA-2018-155208,4/16/2018,Stephanie Phelps,Wilmington,Office Supplies,OFF-AR-10003478,39.072,9.768
CA-2018-155264,10/19/2018,Rachel Payne,San Francisco,Office Supplies,OFF-BI-10003196,2.992,1.122
CA-2018-155271,5/4/2018,Andrew Allen,Middletown,Furniture,FUR-FU-10001473,27.46,9.8856
CA-2018-155390,12/6/2018,Barry Gonzalez,Memphis,Office Supplies,OFF-PA-10003641,42.208,13.7176
CA-2018-155593,11/3/2018,Resi Pölking,Fairfield,Office Supplies,OFF-SU-10002522,11.64,3.3756
CA-2018-155796,11/11/2018,Tom Stivers,Reading,Furniture,FUR-BO-10002545,521.96,-250.5408
CA-2018-155852,3/3/2018,Ashley Jarboe,Wilmington,Office Supplies,OFF-AR-10003560,19.456,3.4048
CA-2018-155887,5/12/2018,Kean Thornton,Franklin,Furniture,FUR-TA-10002228,700.056,-130.0104
CA-2018-156006,4/30/2018,Tamara Manning,Jackson,Technology,TEC-AC-10002550,47.79,16.2486
CA-2018-156160,9/22/2018,Adam Shillingsburg,New York City,Furniture,FUR-CH-10004983,579.528,83.7096
CA-2018-156244,8/12/2018,Duane Huffman,Miami,Office Supplies,OFF-AP-10002403,211.248,15.8436
CA-2018-156314,12/24/2018,Resi Pölking,Cleveland,Furniture,FUR-FU-10003096,30.36,8.7285
CA-2018-156342,6/17/2018,Jennifer Ferguson,Chicago,Office Supplies,OFF-PA-10001725,62.016,22.4808
CA-2018-156349,5/26/2018,Marina Lichtenstein,Los Angeles,Furniture,FUR-BO-10000362,290.666,27.3568
CA-2018-156433,9/20/2018,Erica Smith,San Francisco,Office Supplies,OFF-LA-10001569,9.96,4.5816
CA-2018-156545,2/27/2018,Joy Smith,Columbus,Office Supplies,OFF-AR-10003560,19.456,3.4048
CA-2018-156587,3/7/2018,Aaron Bergman,Seattle,Furniture,FUR-CH-10004477,48.712,5.4801
CA-2018-156594,12/20/2018,Michael Chen,Los Angeles,Office Supplies,OFF-AR-10001725,47.3,12.298
CA-2018-156601,9/19/2018,Frank Atkinson,Long Beach,Office Supplies,OFF-FA-10000624,7.16,3.58
CA-2018-156790,8/8/2018,Vivek Gonzalez,Jacksonville,Furniture,FUR-BO-10000468,155.456,-7.7728
CA-2018-156993,6/28/2018,Rob Williams,Detroit,Office Supplies,OFF-FA-10003495,6.08,3.04
CA-2018-157147,1/13/2018,Brian Dahlen,San Francisco,Furniture,FUR-BO-10003034,333.999,3.9294
CA-2018-157546,7/20/2018,Roger Demir,San Francisco,Office Supplies,OFF-BI-10002498,89.712,30.2778
CA-2018-157609,3/16/2018,Kristina Nunn,Raleigh,Technology,TEC-PH-10002415,471.92,29.495
CA-2018-157623,3/14/2018,Dean Katz,Huntington Beach,Office Supplies,OFF-AR-10003723,3.38,1.2506
CA-2018-157644,12/31/2018,Aaron Hawkins,New York City,Office Supplies,OFF-LA-10003148,18.9,8.694
CA-2018-157721,9/2/2018,Justin MacKendrick,Watertown,Furniture,FUR-FU-10002116,70.71,4.9497
CA-2018-157784,7/5/2018,Michael Chen,Jackson,Office Supplies,OFF-LA-10001934,14.62,6.8714
CA-2018-157882,10/3/2018,Allen Rosenblatt,Los Angeles,Furniture,FUR-CH-10002774,122.352,13.7646
CA-2018-157924,10/11/2018,Helen Andreada,Pasadena,Furniture,FUR-CH-10000229,433.568,-65.0352
CA-2018-158029,5/26/2018,Herbert Flentye,Los Angeles,Furniture,FUR-CH-10000988,225.296,22.5296
CA-2018-158064,4/21/2018,Allen Armold,Los Angeles,Office Supplies,OFF-BI-10002976,16.52,5.5755
CA-2018-158225,9/22/2018,Sanjit Engle,San Jose,Office Supplies,OFF-ST-10000675,169.45,42.3625
CA-2018-158274,11/19/2018,Robert Marley,Monroe,Technology,TEC-AC-10002345,29,7.25
CA-2018-158281,9/2/2018,Andy Gerbode,Houston,Technology,TEC-MA-10002210,559.71,-121.2705
CA-2018-158337,3/11/2018,Kelly Andreada,New York City,Office Supplies,OFF-PA-10002137,108.92,49.014
CA-2018-158372,11/10/2018,Ruben Dartt,San Diego,Furniture,FUR-FU-10000397,39.88,11.1664
CA-2018-158442,3/17/2018,Annie Zypern,Dallas,Office Supplies,OFF-AR-10003732,4.448,0.3336
CA-2018-158470,4/19/2018,Allen Goldenen,Arlington,Office Supplies,OFF-BI-10003638,58.05,26.703
CA-2018-158540,11/24/2018,Vivek Gonzalez,San Diego,Furniture,FUR-FU-10001602,151.72,27.3096
CA-2018-158771,5/9/2018,Sean Braxton,Henderson,Office Supplies,OFF-LA-10001641,9.45,4.536
CA-2018-159121,7/26/2018,Jack O'Briant,Draper,Technology,TEC-AC-10002006,111.93,34.6983
CA-2018-159184,9/14/2018,John Castell,Macon,Furniture,FUR-FU-10002878,142.4,52.688
CA-2018-159310,11/7/2018,Steven Cartwright,Houston,Furniture,FUR-CH-10002758,683.144,0
CA-2018-159338,6/25/2018,Noel Staavos,Los Angeles,Furniture,FUR-TA-10004147,447.84,11.196
CA-2018-159478,9/30/2018,Maya Herman,New York City,Furniture,FUR-FU-10000221,15.24,5.1816
CA-2018-159520,6/6/2018,Grant Thornton,Long Beach,Furniture,FUR-TA-10003238,991.764,-347.1174
CA-2018-159625,11/23/2018,Sally Matthias,Scottsdale,Office Supplies,OFF-EN-10002621,23.472,8.802
CA-2018-159681,12/7/2018,Patrick O'Brill,Virginia Beach,Office Supplies,OFF-PA-10003641,105.52,48.5392
CA-2018-159709,5/10/2018,Arianne Irving,Kent,Office Supplies,OFF-EN-10001434,158.13,77.4837
CA-2018-159800,11/28/2018,Sheri Gordon,San Francisco,Office Supplies,OFF-AP-10004859,43.68,11.7936
CA-2018-159814,6/24/2018,Liz Pelletier,Tucson,Furniture,FUR-FU-10001731,4.272,0.9612
CA-2018-159835,11/17/2018,Randy Bradley,Philadelphia,Furniture,FUR-CH-10004997,657.93,-93.99
CA-2018-159849,9/19/2018,Jim Kriz,San Francisco,Office Supplies,OFF-FA-10000053,5.67,0.1134
CA-2018-160066,11/16/2018,Adam Hart,Huntington Beach,Office Supplies,OFF-LA-10001045,5.22,2.4012
CA-2018-160094,4/30/2018,Justin MacKendrick,Louisville,Office Supplies,OFF-AR-10004010,174.95,45.487
CA-2018-160157,12/20/2018,Mark Hamilton,Hamilton,Furniture,FUR-FU-10003773,190.848,-21.4704
CA-2018-160262,6/9/2018,Thomas Seio,North Las Vegas,Furniture,FUR-FU-10002685,37.4,14.212
CA-2018-160276,4/2/2018,Anna Häberlin,Virginia Beach,Furniture,FUR-FU-10003192,177.68,46.1968
CA-2018-160738,5/5/2018,Katharine Harms,Freeport,Office Supplies,OFF-ST-10003442,45.248,3.9592
CA-2018-160766,9/14/2018,Darrin Martin,New York City,Furniture,FUR-TA-10001039,464.292,-108.3348
CA-2018-160773,7/1/2018,Laurel Workman,Deltona,Office Supplies,OFF-BI-10000546,5.184,-3.6288
CA-2018-161032,11/18/2018,Michael Kennedy,Franklin,Furniture,FUR-CH-10001482,392.94,43.2234
CA-2018-161249,8/9/2018,Roger Demir,Phoenix,Office Supplies,OFF-BI-10001097,9.345,-6.5415
CA-2018-161508,7/12/2018,Paul Van Hugh,League City,Furniture,FUR-CH-10002126,512.358,-14.6388
CA-2018-161634,11/14/2018,Chris Cortes,Chesapeake,Office Supplies,OFF-PA-10002262,32.4,15.552
CA-2018-162089,3/30/2018,Mark Packer,Brownsville,Furniture,FUR-CH-10002304,127.302,-9.093
CA-2018-162278,10/26/2018,Angele Hood,Seattle,Furniture,FUR-FU-10000448,63.92,3.196
CA-2018-162362,11/14/2018,Jeremy Lonsdale,Midland,Office Supplies,OFF-BI-10000546,11.52,5.6448
CA-2018-162684,8/1/2018,Ann Steele,Philadelphia,Office Supplies,OFF-FA-10000992,5.68,1.917
CA-2018-162775,1/13/2018,Chris Selesnick,Bossier City,Office Supplies,OFF-BI-10004187,5.64,2.7072
CA-2018-162866,12/27/2018,Corey-Lock,Skokie,Furniture,FUR-FU-10001473,32.952,-19.7712
CA-2018-162992,12/19/2018,Bart Pistole,Los Angeles,Office Supplies,OFF-FA-10004248,22.55,8.7945
CA-2018-163013,11/28/2018,Bart Folk,Montgomery,Office Supplies,OFF-AR-10001954,14.67,3.9609
CA-2018-163034,11/24/2018,Darren Koutras,Chicago,Office Supplies,OFF-ST-10000046,646.2,-8.0775
CA-2018-163223,3/21/2018,Kristen Hastings,Springfield,Office Supplies,OFF-AR-10001573,9.32,2.7028
CA-2018-163293,9/8/2018,Karen Carlisle,Macon,Technology,TEC-AC-10000023,83.88,30.1968
CA-2018-163412,12/20/2018,Suzanne McNair,New York City,Furniture,FUR-CH-10004875,192.186,36.3018
CA-2018-163419,11/11/2018,Tracy Zic,Louisville,Furniture,FUR-CH-10000665,603.92,75.49
CA-2018-163447,12/27/2018,Thomas Brumley,New York City,Furniture,FUR-CH-10004477,767.214,161.9674
CA-2018-163468,11/18/2018,Joe Kamberova,Des Plaines,Furniture,FUR-BO-10003546,424.116,-30.294
CA-2018-163552,7/11/2018,Laura Armstrong,Hackensack,Furniture,FUR-CH-10003379,854.94,213.735
CA-2018-163559,9/23/2018,Shui Tom,New York City,Office Supplies,OFF-BI-10002026,139.44,47.061
CA-2018-163650,9/23/2018,Thomas Thornton,Dover,Office Supplies,OFF-AR-10002375,9.84,2.8536
CA-2018-163748,10/14/2018,Hunter Glantz,Fort Worth,Office Supplies,OFF-AP-10004052,3.16,-8.532
CA-2018-163867,6/3/2018,Richard Eichhorn,Decatur,Furniture,FUR-FU-10001475,61.544,-40.0036
CA-2018-164182,7/14/2018,Shui Tom,Philadelphia,Furniture,FUR-FU-10001057,31.984,1.1994
CA-2018-164210,11/18/2018,Pierre Wener,Louisville,Furniture,FUR-TA-10000849,145.98,-99.2664
CA-2018-164224,5/18/2018,Ted Trevino,Akron,Furniture,FUR-FU-10000308,149.232,3.7308
CA-2018-164259,12/28/2018,Sung Pak,Philadelphia,Office Supplies,OFF-AR-10003373,99.136,8.6744
CA-2018-164315,4/2/2018,Rob Dowd,Athens,Office Supplies,OFF-AP-10003842,154.9,40.274
CA-2018-164385,9/26/2018,Nicole Brennan,Philadelphia,Office Supplies,OFF-AP-10002191,143.952,14.3952
CA-2018-164469,6/25/2018,Grace Kelly,Salem,Office Supplies,OFF-AR-10000475,9.328,0.8162
CA-2018-164721,11/25/2018,Laurel Workman,Brentwood,Furniture,FUR-FU-10001940,23.88,10.5072
CA-2018-164742,10/13/2018,Marina Lichtenstein,Lakewood,Furniture,FUR-CH-10002880,245.98,27.0578
CA-2018-164749,3/23/2018,Bruce Geld,Delray Beach,Office Supplies,OFF-LA-10004484,9.912,3.2214
CA-2018-164861,12/3/2018,Matthew Clasen,Saint Louis,Office Supplies,OFF-PA-10001972,25.92,12.4416
CA-2018-164903,2/20/2018,Steven Roelle,Los Angeles,Office Supplies,OFF-PA-10003363,12.96,6.2208
CA-2018-164910,11/12/2018,Denise Monton,Asheville,Office Supplies,OFF-AR-10003651,7.872,0.8856
CA-2018-164973,11/4/2018,Nathan Mautz,New York City,Furniture,FUR-CH-10002602,135.882,24.1568
CA-2018-165309,11/11/2018,Karen Daniels,Houston,Office Supplies,OFF-AR-10003582,67.56,6.756
CA-2018-165379,7/9/2018,Brian Moss,Dallas,Office Supplies,OFF-PA-10002245,14.352,4.485
CA-2018-165393,12/27/2018,Nathan Cano,Fort Worth,Office Supplies,OFF-BI-10001658,4.984,-8.4728
CA-2018-165428,9/1/2018,Jack Lebron,Houston,Office Supplies,OFF-BI-10002949,3.648,-6.0192
CA-2018-165477,12/29/2018,Ricardo Emerson,Kent,Office Supplies,OFF-AP-10003281,48.36,6.045
CA-2018-165540,2/21/2018,Tamara Manning,Woodstock,Office Supplies,OFF-BI-10004094,8.85,-13.7175
CA-2018-165568,2/15/2018,Barry Französisch,Seattle,Office Supplies,OFF-BI-10001031,21.36,7.209
CA-2018-165764,11/3/2018,Shahid Hopkins,Jacksonville,Furniture,FUR-FU-10001468,410.352,-51.294
CA-2018-165806,4/7/2018,Valerie Mitchum,Marietta,Office Supplies,OFF-PA-10003441,58.32,27.9936
CA-2018-165974,6/29/2018,Dan Lawera,Cincinnati,Office Supplies,OFF-AR-10003405,32.76,3.6855
CA-2018-166051,5/31/2018,Jim Karlsson,Jackson,Technology,TEC-PH-10002538,113.73,32.9817
CA-2018-166086,5/7/2018,Carol Triggs,Lawrence,Furniture,FUR-CH-10004675,872.32,244.2496
CA-2018-166191,12/5/2018,David Kendrick,Decatur,Office Supplies,OFF-ST-10003455,24.816,1.8612
CA-2018-166457,5/5/2018,Peter Fuller,Richmond,Office Supplies,OFF-AR-10003651,6.56,1.9024
CA-2018-166471,8/9/2018,Matthew Grinstein,Seattle,Technology,TEC-PH-10000038,219.168,-43.8336
CA-2018-166555,7/11/2018,Jamie Kunitz,Niagara Falls,Technology,TEC-PH-10004912,164.85,47.8065
CA-2018-166590,10/29/2018,Noah Childs,Columbus,Office Supplies,OFF-PA-10000482,75.88,35.6636
CA-2018-166716,8/20/2018,Craig Reiter,Chicago,Furniture,FUR-CH-10004495,421.372,-6.0196
CA-2018-166730,12/30/2018,Dorothy Dickinson,Memphis,Office Supplies,OFF-ST-10002554,39.128,-8.8038
CA-2018-166744,9/20/2018,Duane Noonan,Columbia,Furniture,FUR-BO-10001337,362.94,36.294
CA-2018-166863,6/20/2018,Sam Craven,Plano,Furniture,FUR-BO-10001608,193.0656,-19.8744
CA-2018-166884,3/11/2018,Chloris Kastensmidt,Columbus,Furniture,FUR-FU-10003981,8.32,2.288
CA-2018-166891,10/4/2018,Chris Cortes,New York City,Furniture,FUR-CH-10003298,589.41,-6.549
CA-2018-166954,4/25/2018,Beth Thompson,San Gabriel,Furniture,FUR-CH-10003973,1487.04,148.704
CA-2018-166961,12/27/2018,Cynthia Delaney,Moreno Valley,Office Supplies,OFF-AP-10001366,10.98,2.9646
CA-2018-166989,11/14/2018,Robert Marley,New York City,Furniture,FUR-CH-10001797,69.264,14.6224
CA-2018-167164,5/13/2018,Alejandro Grove,West Jordan,Office Supplies,OFF-ST-10000107,55.5,9.99
CA-2018-167199,1/6/2018,Maria Etezadi,Henderson,Furniture,FUR-CH-10004063,2573.82,746.4078
CA-2018-167360,11/24/2018,Richard Bierner,Saint Louis,Technology,TEC-AC-10001772,111.79,43.5981
CA-2018-167486,11/27/2018,Jack O'Briant,Buffalo,Furniture,FUR-FU-10003268,199.9,39.98
CA-2018-167724,4/13/2018,Ben Ferrer,Baltimore,Office Supplies,OFF-LA-10002368,7.83,3.6018
CA-2018-167850,8/9/2018,Andy Gerbode,Saint Petersburg,Office Supplies,OFF-PA-10001937,15.552,5.4432
CA-2018-167927,1/20/2018,Xylona Preis,Westland,Furniture,FUR-FU-10002268,14.73,4.8609
CA-2018-167997,1/26/2018,Carol Adams,Rapid City,Furniture,FUR-BO-10004409,141.96,39.7488
CA-2018-168130,9/19/2018,Bill Shonely,New York City,Furniture,FUR-CH-10000988,887.103,177.4206
CA-2018-168158,7/19/2018,Eugene Moren,Great Falls,Office Supplies,OFF-BI-10001759,6.096,2.2098
CA-2018-168305,11/1/2018,Paul Lucas,Los Angeles,Office Supplies,OFF-LA-10003498,44.4,22.2
CA-2018-168312,3/1/2018,Giulietta Weimer,Houston,Furniture,FUR-TA-10001866,376.509,-43.0296
CA-2018-168368,2/11/2018,Guy Armstrong,Columbia,Furniture,FUR-CH-10001146,60.89,15.2225
CA-2018-168473,12/26/2018,Tracy Blumstein,New York City,Office Supplies,OFF-ST-10000563,191.88,19.188
CA-2018-168494,12/12/2018,Nora Preis,Fresno,Furniture,FUR-BO-10004467,254.9745,11.9988
CA-2018-168592,9/8/2018,Dennis Pardue,San Francisco,Office Supplies,OFF-AP-10004785,56.65,24.3595
CA-2018-168823,9/21/2018,Matt Abelman,Philadelphia,Office Supplies,OFF-LA-10004425,20.808,7.0227
CA-2018-168984,11/26/2018,Natalie Webber,Tigard,Office Supplies,OFF-PA-10001166,15.552,5.4432
CA-2018-169019,7/26/2018,Luke Foster,San Antonio,Furniture,FUR-FU-10004666,17.496,-10.0602
CA-2018-169033,3/30/2018,Kunst Miller,Long Beach,Office Supplies,OFF-AR-10001915,49.65,20.853
CA-2018-169061,3/5/2018,Aimee Bixby,Yonkers,Office Supplies,OFF-AR-10000588,59.52,15.4752
CA-2018-169257,6/6/2018,Stewart Visinsky,Jacksonville,Office Supplies,OFF-BI-10002557,1.365,-0.91
CA-2018-169446,12/19/2018,Speros Goranitis,Chicago,Office Supplies,OFF-PA-10000295,15.552,5.4432
CA-2018-169460,4/19/2018,Nicole Fjeld,San Jose,Furniture,FUR-FU-10004017,76.14,26.649
CA-2018-169642,7/27/2018,Barry Blumstein,Los Angeles,Office Supplies,OFF-ST-10002574,276.28,0
CA-2018-169649,12/9/2018,Thomas Seio,Chicago,Office Supplies,OFF-AP-10003287,20.388,-53.0088
CA-2018-169684,10/20/2018,Fred Hopkins,Knoxville,Furniture,FUR-TA-10003008,328.59,-147.8655
CA-2018-169726,8/9/2018,Joseph Holt,Seattle,Office Supplies,OFF-BI-10004600,2060.744,643.9825
CA-2018-169775,8/29/2018,Ryan Akin,Miami,Furniture,FUR-TA-10001857,174.0585,-110.7645
CA-2018-169803,4/6/2018,Scott Cohen,Seattle,Furniture,FUR-TA-10000688,653.55,111.1035
CA-2018-169852,10/21/2018,Sylvia Foulston,San Diego,Office Supplies,OFF-BI-10001460,36.36,12.2715
CA-2019-100146,5/14/2019,Claudia Bergmann,Camarillo,Furniture,FUR-BO-10004015,509.9575,41.9965
CA-2019-100216,4/13/2019,Heather Jas,Mesa,Office Supplies,OFF-PA-10000788,31.104,10.8864
CA-2019-100251,5/17/2019,Dianna Vittorini,Long Beach,Office Supplies,OFF-LA-10003766,31.5,15.12
CA-2019-100454,11/20/2019,Brian Moss,New York City,Furniture,FUR-BO-10001519,186.048,9.3024
CA-2019-100545,11/22/2019,Irene Maddox,Philadelphia,Office Supplies,OFF-BI-10003638,11.61,-9.288
CA-2019-100573,9/25/2019,Anne McFarland,Los Angeles,Office Supplies,OFF-EN-10000461,17.48,8.2156
CA-2019-100657,11/2/2019,Scot Wooten,Troy,Furniture,FUR-CH-10003535,109.764,8.5372
CA-2019-100685,12/19/2019,Suzanne McNair,Omaha,Office Supplies,OFF-BI-10003094,7.04,3.3088
CA-2019-100734,9/15/2019,Ann Chong,Philadelphia,Office Supplies,OFF-BI-10002609,3.576,-2.8608
CA-2019-100769,5/16/2019,Tracy Hopkins,Jacksonville,Technology,TEC-AC-10002402,255.968,31.996
CA-2019-100818,5/31/2019,Janet Molinari,Chicago,Furniture,FUR-FU-10002703,51.56,-61.872
CA-2019-100888,4/6/2019,Mark Hamilton,Jacksonville,Office Supplies,OFF-PA-10001019,47.952,16.1838
CA-2019-101000,4/9/2019,Ivan Gibson,Norwich,Office Supplies,OFF-AP-10000179,370.14,144.3546
CA-2019-101007,2/9/2019,Michael Stewart,Dallas,Technology,TEC-AC-10001266,20.8,6.5
CA-2019-101091,12/5/2019,Scot Wooten,Philadelphia,Office Supplies,OFF-BI-10001107,26.064,-19.9824
CA-2019-101126,2/10/2019,Nona Balk,Philadelphia,Office Supplies,OFF-ST-10000943,77.24,7.724
CA-2019-101154,9/18/2019,Charlotte Melton,San Diego,Office Supplies,OFF-ST-10004186,443.92,8.8784
CA-2019-101707,8/27/2019,Philip Fox,San Diego,Office Supplies,OFF-LA-10000134,3.08,1.4784
